Cluster,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
IC_4725,4092901797832674176,277.948557100799,-19.261895169212924,1.363821170138202,-1.2313792621754898,-6.629391774289428,17.540762,2.0813828
IC_4725,4092907570268958208,277.8062563768692,-19.12230836485069,1.4485241010999157,-1.7342998151054108,-5.915690781460296,14.908026,1.3594027
IC_4725,4092907535909248640,277.8452147374173,-19.10039084098876,1.508952404535295,-1.4976348624647882,-6.338983280405032,17.963356,2.215372
IC_4725,4092907501549488512,277.83320845376403,-19.117035331194767,1.3476592653152424,-1.6182842199366678,-6.160116333096024,16.196587,1.6436023999999998
IC_4725,4092907402864698624,277.8157099916996,-19.12160656785806,1.8484692753877416,-1.872250224711237,-5.812198571130698,16.500874,1.7693138
IC_4725,4092907364110518400,277.8144028110504,-19.13037208927541,1.5795668708110129,-1.774428014028039,-6.008654499505662,15.276186,1.4147625
IC_4725,4092907329750775680,277.83493626815743,-19.133163260537557,1.453131136682075,-1.12250635705881,-6.670563398397835,16.64519,1.8361006
IC_4725,4092907020515929984,277.7597918678992,-19.165403836838905,1.6040073308781035,-1.7115332015781817,-6.121249055644302,12.281932,0.94179344
IC_4725,4092899804964391936,277.79807033637354,-19.233287357691072,1.5423344264946817,-1.9716816769769367,-6.3972443216195245,14.003513,1.2281466
IC_4725,4092906917433882368,277.8015313651153,-19.155695778512687,1.6028697998198402,-1.4921602367097844,-6.340404823452518,12.963547,0.98025227
IC_4725,4092903344019201152,277.92150885406204,-19.167468168080557,1.5214885582220825,-1.7772832721526557,-5.65015236764842,11.303149,0.6324377
IC_4725,4092903245308315776,277.87638804678954,-19.186271449928288,1.7556732707622384,-1.3448256487824493,-5.675967535824023,17.306866,1.5211678
IC_4725,4092907986980087168,277.9304374838261,-19.117275911294502,1.4089944864478992,-1.4385964485246725,-5.497292412387842,8.685852,0.59876156
IC_4725,4092916332004959872,277.49883646407704,-19.101928725467168,0.8789981650301113,-1.3668231784638192,-5.997311662827072,17.882313,1.6520119
IC_4725,4092916984833930752,277.53087386876217,-19.113226761423537,1.604043638530075,-1.6794936846029966,-6.110895234429092,17.43019,1.9204826
IC_4725,4092917087910044160,277.57200934000576,-19.09398009982937,1.5395030216775245,-1.6623696214684511,-5.9527430134276464,11.876527,0.6407423000000001
IC_4725,4092917195391325440,277.594710681891,-19.10767120846003,1.4876308422026394,-1.566683894097296,-6.2565997442408,15.863316,1.5248165
IC_4725,4092917706385333888,277.6008280222396,-19.04385969799993,1.6025853403784136,-1.5113168295188724,-5.9402169698722425,12.067406,0.6867924
IC_4725,4092917740748188928,277.5081344874481,-19.10754422446281,1.2391997577240732,-1.6124693502295333,-6.518472559723286,17.452698,1.6701717
IC_4725,4092903245336157184,277.87697614158645,-19.19144587869759,1.3479183847146297,-1.4718037598034066,-6.360774392354852,17.314999,2.4935284
IC_4725,4092907913869167488,277.8990237919478,-19.14223503039675,1.2808984399548229,-0.8007407942401684,-5.8865481264699016,17.588993,2.0416584
IC_4725,4092903348415332736,277.9267344390046,-19.170905179277632,1.487582099221335,-1.4172769006771075,-6.303387530366753,15.00805,1.4868526000000002
IC_4725,4092903344021059072,277.9248613324412,-19.17640347823871,1.6065151776641309,-2.073774139667182,-6.3444736783769295,16.734072,2.0216436
IC_4725,4092902862982902272,277.86587636125574,-19.204393187387463,1.5761961584398392,-1.6331585090135698,-6.005388248239473,17.432997,2.1659908
IC_4725,4092902931706899968,277.9235495522083,-19.21748759505888,1.463225017562325,-1.652409095054124,-5.861184236850276,15.881623,1.6946506999999995
IC_4725,4092903004817928064,277.9075056620923,-19.201908713281338,1.6628458101536818,-1.8063242906463648,-5.553135721743407,10.407296,0.62920666
IC_4725,4092903034781557248,277.9243062871584,-19.203511181387587,1.5042929492278911,-1.3628456779247051,-6.5085180014875625,12.083148,1.0316982
IC_4725,4092903069141414272,277.9529514016919,-19.194931487016174,1.4974014305604568,-1.4625044763867907,-6.301305971725802,17.521141,1.9461613
IC_4725,4092903107897147008,277.91859778510275,-19.189794374356648,1.5632037198694029,-1.3378664517649363,-6.423695941178211,14.642323499999998,1.3785181
IC_4725,4092903137862605824,277.9321714635139,-19.190158305832483,1.5181959863703376,-1.9897749242263287,-5.825103598417777,13.59742,1.2322569
IC_4725,4092903172222320000,277.8862246232688,-19.204848080337992,1.2511637877765478,-1.9347858213969136,-6.398366022073955,16.803373,1.8057871
IC_4725,4092848269751756416,277.8733277357383,-19.34808546157188,1.7417096436184922,-1.864627667040999,-6.368873646133803,15.981487,1.6099749
IC_4725,4092906681310121344,277.84642802349543,-19.133830414020625,1.0849307596395974,-1.6513731717160214,-6.0612282506395685,16.924633,1.8495226
IC_4725,4092906578230899968,277.84025783023446,-19.14260848980352,1.6678980839553417,-1.6446923980229131,-6.10249887725453,15.672211,
IC_4725,4092904963323022080,277.9621814584588,-19.1473413867548,1.5844545849770575,-1.4004219833676337,-6.025060143114716,15.286058,1.4812975
IC_4725,4092904860215715840,277.94388064446184,-19.15998442636289,1.6027989754318328,-2.123505204255573,-7.053829384485854,14.825516,
IC_4725,4092902317623075584,277.96169263349134,-19.20734620803038,1.5674341306846935,-1.5569003745180416,-5.935382642599508,10.908724,0.6800184
IC_4725,4092904855847689088,277.94301065075007,-19.159705885424582,1.5597005656445904,-1.4882675926751483,-5.4828222942826095,10.540968,0.69317245
IC_4725,4092904825884072448,277.933211512736,-19.172384840844117,1.444167564598257,-1.4695048991791793,-6.140119103638518,8.967742999999997,0.5639639
IC_4725,4092904791496145664,277.9728466942844,-19.143651341083995,1.5625945975531017,-0.881918913406085,-5.892089244778791,17.646288000000006,1.9840546
IC_4725,4092904615329521408,277.93370856601865,-19.175394603307726,1.6119123858663569,-1.5548499224996826,-6.338679314273058,9.938261,0.5864935
IC_4725,4092904580969783296,277.9682398479116,-19.17693616181453,1.5921127081222377,-1.6561022421998146,-6.1402747481049005,12.13097,0.7515135000000001
IC_4725,4092904477892489216,278.02965330116217,-19.13516975363972,1.5298159777397358,-1.0419424354402946,-6.317691569585231,12.688906,0.9681816
IC_4725,4092853659839140224,278.0698956289557,-19.29907781713436,1.5490260214412217,-1.6213913496296248,-6.4975084162649885,13.69586,1.1847191
IC_4725,4092853767310900864,278.00779364504024,-19.310285740188142,1.5145944441586645,-1.9811213855774408,-5.932272639108598,14.6075735,1.315999
IC_4725,4092904963323031168,277.95841781490907,-19.14540171824724,1.6677882160774524,-1.6428488808876207,-6.567084753571727,17.34205,
IC_4725,4092853797280790912,278.02408907733,-19.302623590182584,1.580138250549184,-2.408721622095156,-5.654177325924972,17.756618,1.9963589
IC_4725,4092850636180552448,278.08968999764943,-19.32460865359253,1.5592477221919885,-1.5326928259831214,-5.922412914647177,12.396516,0.8417568000000001
IC_4725,4092845825814604160,277.824179463888,-19.434549561233943,1.7103079751402508,-1.890119109235586,-5.478228882980778,17.291179999999994,2.0745811
IC_4725,4092850468775866752,278.05126755556864,-19.354088551436373,1.5876512410725463,-2.1147482595354936,-6.690500595938658,16.73892,1.804883
IC_4725,4092845894537880576,277.85642263977104,-19.433126243243304,1.6802426487555102,-1.6340058929808754,-6.015278482052207,16.229998000000002,1.7665377
IC_4725,4092846242526880640,277.8214200700495,-19.404879117168555,1.8160046184244223,-2.3232741925917115,-5.530577985599776,17.25562,2.0328932
IC_4725,4092846345606303360,277.8916050579699,-19.44858737946936,1.6633394256064238,-1.3826056247470024,-6.162058584193352,16.448563,1.765049
IC_4725,4092847204599871872,277.9347003157261,-19.378006360510195,1.8005100633299602,-2.1341918800002384,-5.4732879845655935,16.488213000000002,1.7913609
IC_4725,4092847268927628928,277.96767877138177,-19.365690582679104,1.564415108978935,-1.6482984370192308,-6.674007052184128,13.586524,1.1918812
IC_4725,4092848059201624960,277.9318592821143,-19.36008992750344,1.5879578300203705,-1.7719274126257716,-6.248191715059518,13.265821,1.1390963
IC_4725,4092848063593266048,277.9271375057211,-19.358629416465227,1.5719437312142377,-1.815956988985464,-5.6961478700376045,10.816582,0.62755775
IC_4725,4092850876703071232,278.18999287267764,-19.349729698796693,1.553509509656492,-2.0242215860669965,-6.161272243191116,15.021423,1.393055
IC_4725,4092906612590586752,277.8670000019044,-19.1508167778545,1.6073788750771711,-1.7305972134373744,-5.876159521085683,9.084156,0.5979985999999999
IC_4725,4092905066374437760,277.95300158538,-19.11669972583251,1.5349723376756563,-1.679046475686618,-5.781934336844174,10.146225,0.66799927
IC_4725,4092906539476754816,277.82890029952483,-19.15869268326223,1.550472622860859,-1.6337288994999668,-6.099930572215443,13.557572,1.1708202
IC_4725,4092906436397550208,277.88837219585184,-19.151538217989906,1.5470354631516223,-1.5938415167065707,-6.133913207583142,12.472533,0.92090225
IC_4725,4092906406404473856,277.8832202803912,-19.151346292200124,1.6531388901384372,-2.2392642886196,-5.609824883078902,17.391385999999994,1.9776669
IC_4725,4092906268993194240,277.84681697435644,-19.176064560841933,1.5627875945810104,-1.5123660625691455,-6.050354376048549,15.186329999999998,1.5345678
IC_4725,4092906264598809728,277.8547068281765,-19.182726098465253,1.610137781582354,-1.903407523123949,-6.073813990638344,13.234423,1.1445493999999998
IC_4725,4092904001250164096,278.046336871092,-19.186242257808487,1.3982882114301591,-1.4283487773093,-5.9726049470088896,10.09408,0.571887
IC_4725,4092903966890546176,277.9878384864916,-19.16501686972289,1.6569930746494992,-1.6096105805222432,-5.7795313248794535,16.899507999999994,1.8681297
IC_4725,4092903932530799872,277.9806868290361,-19.17593334266107,1.553780110900535,-2.0415878548549777,-6.290484724194888,11.365284,0.6460228
IC_4725,4092905062010897664,277.945506234148,-19.123408786400088,1.6862350608559673,-1.872767156804215,-5.374702451889241,17.066149,1.8827972
IC_4725,4092902489421831040,277.8885635376792,-19.234547717166244,1.5289218578595938,-1.482049419257765,-5.988483514968497,11.458357,0.70791245
IC_4725,4092902381946529152,277.87939625105514,-19.24920153305445,1.588648118914903,-2.294834202608305,-6.658113710126947,11.660392,0.7571210999999999
IC_4725,4092907574663417216,277.79198059977574,-19.12608400673995,1.509411138397601,-1.8036394855045323,-5.651227053795145,10.536091,0.460804
IC_4725,4092906268993186688,277.84975982347254,-19.179437817473357,1.311972624303936,-0.3220739824302152,-5.7699958231285775,17.975403,1.691122
IC_4725,4093236839638975616,278.41420042717755,-19.063507982542788,1.4615286442109183,-1.818605150534882,-6.067799600869678,11.558184,0.54473495
